augmentation,bbox/AP,bbox/AP50,bbox/AP75,bbox/APl,bbox/APm,bbox/APs,dataset
3-1,42.91524088019188,73.0153301631056,44.178794256201435,71.7950034609165,49.76073717837101,18.464072853611178,adverse_rain
3-1,44.57405110646425,68.44504538590502,48.13761598961441,70.08569171019622,37.18273104875318,13.606839766501706,adverse_snow
3-1,42.796551342620184,68.96484338715192,42.934074114803316,60.43972082497253,39.54078846511187,21.192388745353945,dense_clear_day
3-1,52.708673730852716,73.58759005788049,58.825916930385716,73.48570346473736,52.65955524952428,25.21895626234026,dense_light_fog_day
3-1,43.24320854797769,69.06070675803949,45.00129816284839,59.586955100423246,36.00925051730598,15.527148228764359,dense_light_fog_night
3-1,58.580143385036955,77.78960662138529,66.26128115654723,78.03553472769629,53.53594944325582,13.132505983921853,dense_fog_day
3-1,46.06986052109169,67.86840936235501,52.599704855328355,55.94039665099555,46.7824490902713,15.27640521661843,dense_fog_night
3-1,34.5802158176033,62.45653635446534,32.02072916324777,43.90589049711935,31.89436929461354,12.280434041524874,dense_rain
3-1,42.79500162856203,67.3530750196467,44.702678684064765,57.498537120310246,39.233427985187724,25.817174002590175,dense_snow_day
3-1,40.548617656819154,64.11652153968043,42.205323539416426,62.50693422992044,33.38703528933156,14.259658594469826,dense_snow_night
3-1,50.230123069416834,79.49727943358323,53.58394082997966,67.23604130540414,45.681490834653374,25.652023064735868,dawn_fog
3-1,53.45853380527252,81.62851474243135,58.4474540047225,70.38772993800765,51.17243232064168,28.74177006371043,dawn_sand
3-1,50.744456459530596,79.55514970535754,54.30765586182174,65.77589077993254,44.40510979351393,10.017381909207094,dawn_rain
3-1,48.903002645378834,77.89346689577627,51.040069050290484,64.64271198294091,35.92662013476236,14.733808847117855,dawn_snow
3-1,25.004468562119946,54.62494013989656,20.49303925179416,37.150568020862366,21.821227311012812,11.645235253139804,nuscenes_clear
3-1,21.04300919736934,48.62476813972491,14.86369588475321,28.65949065052147,20.55385046720422,7.248980715674808,nuscenes_rain
3-1,40.76571617567325,68.97467879064769,41.20973681739416,75.46065943046347,52.083079986782266,18.887404391598622,bdd_clear
3-1,41.704274568314396,70.86717122388848,42.545041956050554,69.97069896346956,48.10364552827533,18.772507390279326,bdd_rain
3-1,41.80113959796877,69.46984795723596,43.31329518510248,73.64321562170517,46.581061033840285,16.890719110858328,bdd_snow
3-1,42.63305110972949,64.59871755026826,46.28054466216696,77.08122228728357,49.29206888100038,15.30698263727907,cityscapes_clear
3-1,43.84116313518148,64.95028701676321,48.248591558659456,76.7286965492004,49.43015613730112,13.415073023119312,cityscapes_fog01
3-1,42.51838243461067,63.59260526489783,46.03625086068684,78.50428030208711,48.74442592008592,10.77258222553529,cityscapes_fog02
3-1,40.11810337624791,60.58357322826704,43.553633313472844,77.87303007253644,47.22236026625675,8.388875498691831,cityscapes_fog03
3-1,46.58426545387303,74.87366869587231,49.985982469164334,80.67980452983429,60.95561141581097,31.553657760606608,acdc_fog
3-1,46.1593891989972,73.9299350469325,49.966262880023635,74.52559378811291,56.371552410752145,27.88626909247024,acdc_rain
3-1,51.10704649070779,77.96129164427542,57.05185171996025,78.98995827339009,60.49970237162131,30.23417406338052,acdc_snow
3-1,16.247551794166824,36.43187518180366,10.474219505694325,28.321507038868887,23.088736761714507,3.3934889578496197,providentia_fog
3-1,44.621625966030194,71.58592535689922,51.937632541472226,59.30710711923039,60.60900737330701,27.821778589705232,providentia_snow
3-1,60.90238198297746,86.12611881764205,69.23049877245678,80.40623599828601,53.866890540114554,21.933004977497543,midjourney_snow
3-1,58.450769325868244,85.02406652875173,68.06806979785128,74.51214763511005,49.7774270672524,19.26800760303457,midjourney_rain
3-1,61.12135364310238,87.10683921749295,70.46224856524404,81.14762306856092,54.64176705779988,17.208267330532763,midjourney_fog
3-2,45.0135523835649,69.24308031735774,49.82552725720014,69.92530130123342,47.28519128896298,18.009991866582144,adverse_fog
3-2,41.746826760514196,70.2008774276401,43.29158966159989,71.57563710498658,48.785436013173154,17.671947465048206,adverse_rain
3-2,43.123804600969805,66.9614580391024,47.01685035678223,68.3199049766364,35.98066289908829,12.565077234912971,adverse_snow
3-2,42.639659481903294,68.79997815624446,43.226981630666664,59.794430721617296,39.59903329660572,21.905028496915868,dense_clear_day
3-2,52.63171690740703,73.32099268123508,59.63833462493465,72.83596208747417,52.48490299587466,26.149046539617395,dense_light_fog_day
3-2,42.75230876984125,69.01648526532207,44.85996208241506,58.419183549437726,36.42947848734482,14.601614896164444,dense_light_fog_night
3-2,57.5461201132206,76.71265222637345,65.67706165964981,76.63480607011167,52.61313357894915,14.10386412329521,dense_fog_day
3-2,45.48050330805376,69.11028724638038,50.458430708727285,54.91666899781406,46.01247803591826,14.576647570204207,dense_fog_night
3-2,34.94819631221826,62.714379185725846,33.550985586952734,44.18152010136366,31.81800835202482,13.72338393189767,dense_rain
3-2,42.23398370233624,66.51861070131802,44.31537475323495,56.20757954668289,39.10194298692748,25.36702089225768,dense_snow_day
3-2,39.79998729464181,63.73333053872696,41.79779164305044,60.252274671542104,33.674505736157045,14.309773616432125,dense_snow_night
3-2,49.77915895957316,78.44216550610416,52.036496323173445,66.61678408991366,45.14093591859587,26.20165227942347,dawn_fog
3-2,52.41238493510259,80.04969066713002,57.51963541943038,68.41700860524448,51.065531197818615,28.34892887279279,dawn_sand
3-2,50.04100371077009,79.46346974364835,54.3386796700547,64.72008379361162,44.057891117502976,10.936860355702676,dawn_rain
3-2,47.456159826051724,76.8256336567426,49.64601899885653,62.62642153560623,35.24405395531504,14.759376112747749,dawn_snow
3-2,25.14513489532691,55.425348697355346,20.55483122595591,36.280898017137574,22.699551718270953,12.603248718280621,nuscenes_clear
3-2,21.214903553586232,49.1524966309084,14.725369499406865,28.53796913351903,20.71035790270219,7.558047813422643,nuscenes_rain
3-2,39.79428353139184,67.02684267961496,40.60187744015112,74.73617852436358,51.31424724194065,18.15273311399736,bdd_clear
3-2,40.37576716005337,68.2970873609894,41.44457837638541,68.72133944454653,47.67421415696154,17.579561746885908,bdd_rain
3-2,40.54946167324143,67.8426012092493,42.5065090352771,72.76569091212812,45.665175437321324,15.847663305088217,bdd_snow
3-2,41.37757181645163,62.7305961509814,45.3135228399969,75.59024356494962,48.69165336916393,14.188423996456967,cityscapes_clear
3-2,42.768472641242965,63.943794239213645,46.83420065428404,75.6916375442751,48.63215925309637,12.629431450987102,cityscapes_fog01
3-2,41.558419491435856,62.46531299974123,45.51129863163633,77.12599266945898,47.94524422659262,10.680145897229632,cityscapes_fog02
3-2,39.068901658136916,59.500959750672386,42.92884068620514,76.2956007318909,46.433735115753585,7.944446002469461,cityscapes_fog03
3-2,45.56011089178335,74.14883793305337,48.935753795140826,79.70800022300726,61.93478313258519,30.214156755605504,acdc_fog
3-2,44.62556518934384,71.88316640032535,48.59522614513351,73.78752555480644,55.43292146863362,26.688633375382025,acdc_rain
3-2,49.90434049833086,76.38435315956735,55.69467228634544,78.2913468999325,60.50311965467947,28.67392279122601,acdc_snow
3-2,15.374803462444106,35.00538575948416,9.790977594939092,26.598966271691566,22.54948913115065,2.9938261570963585,providentia_fog
3-2,43.55616682776301,69.62964360253882,51.26503029891796,57.24500123414884,61.11112589965219,27.45928986716165,providentia_snow
3-2,59.78103454854441,85.26088386062067,68.37119464820532,78.96727278588561,53.47662895359908,20.495437628483153,midjourney_snow
3-2,56.94367982154591,83.40114219724896,65.57084690821607,73.97320795538332,47.55236718744576,17.808086353787917,midjourney_rain
3-2,59.64506567843637,84.52450569682316,68.84803645889838,80.82900343160809,52.6901741652256,16.198674573693957,midjourney_fog
3-3,44.581020046408845,68.60891227169063,48.783000056092405,69.99586539022283,46.62975943063973,17.541355784883365,adverse_fog
3-3,40.45653064538301,68.54139026031326,42.556826882445755,70.21681341771875,47.724757956501946,16.89839463170909,adverse_rain
3-3,40.70117897440744,61.76202367533183,44.84216076944526,67.56323415044258,32.43880668843073,10.57526831026163,adverse_snow
3-3,40.43820668587007,63.82358025406815,41.25432447522528,58.43783210102813,38.741220544034604,19.976479299849153,dense_clear_day
3-3,51.776154059768544,71.71655313939944,58.552749631062916,72.74945708453929,51.90154415062656,24.505170019846293,dense_light_fog_day
3-3,41.627614295237144,66.54146526865594,44.13820265700783,57.24192137847933,35.59622397339015,15.302191808204583,dense_light_fog_night
3-3,57.180967445585885,75.80930609754824,65.17599618529026,76.69504511651346,52.53401734603851,13.19928111760098,dense_fog_day
3-3,44.60331842914283,67.41675327104207,49.68893163292317,54.67077300963681,45.318558148387986,13.412041869656797,dense_fog_night
3-3,33.18395034465972,59.33161781421191,31.38539918926081,42.70397775357745,30.500056368334494,12.901624317601753,dense_rain
3-3,41.24268763767231,63.13630890342255,43.140316775957274,56.20073566410429,38.43958347639831,25.278027913920916,dense_snow_day
3-3,38.237603336367,60.227532987117804,40.37924479549157,60.25006916452676,31.76312162444838,12.680169160393472,dense_snow_night
3-3,49.094163012509696,78.77058975504835,52.32161866892483,66.02879801728689,44.68125667354891,24.80656125888614,dawn_fog
3-3,51.899092026046866,79.89370267146872,57.21834146125878,68.30793199529798,50.26180910715773,26.67692887271718,dawn_sand
3-3,48.64082640506855,79.37122226859304,51.33115468181012,62.76117307166632,42.82504993147267,9.718641788779578,dawn_rain
3-3,47.128532775779746,76.14570693918222,49.384383594427824,62.94878346472244,34.04391036085261,13.142696903083994,dawn_snow
3-3,24.182896903499586,51.85195247656391,19.808206244295,36.110444116768306,21.504373318684298,11.067905583818984,nuscenes_clear
3-3,20.845589440617232,47.23541126252099,15.210122619279536,28.575731589070685,20.446381273485976,7.006672287921709,nuscenes_rain
3-3,38.40314705555173,64.00193427316351,39.76572594404083,73.95566531475758,50.51802844951956,17.518105831344275,bdd_clear
3-3,39.80508803877687,67.18873906282582,41.199198105405806,68.57533285773226,47.22173984296324,17.321330115161842,bdd_rain
3-3,39.688534053666594,65.05180632455804,41.87021811610895,72.43245781814343,45.050743058679,15.353998645542152,bdd_snow
3-3,39.51308498302218,58.83103122888777,43.31282843082126,74.49142752070634,47.25441499284016,13.815403049645743,cityscapes_clear
3-3,41.58120996579917,61.34832357593941,45.95673320946273,74.54007173603134,47.76482693384862,12.712616039247038,cityscapes_fog01
3-3,40.75062161456198,61.028270152310846,44.523463530281546,76.61728732704108,46.866116836164885,10.663890693530567,cityscapes_fog02
3-3,39.10124684395276,59.475374450593954,42.617566303420276,76.49129159733175,46.11979821420055,8.31008782627094,cityscapes_fog03
3-3,43.27196009245718,70.41750993407959,46.523685474496695,79.45646346075974,59.45572771224765,29.05191952007505,acdc_fog
3-3,42.000801964812936,66.65783112027192,45.70350141958999,71.68267864307883,54.088922266037166,25.851633275360953,acdc_rain
3-3,47.27957948998778,72.11600332402047,53.1951526993886,76.90541044398861,58.510930166057165,27.800670424339135,acdc_snow
3-3,14.855930371063103,34.38851026526903,8.971475918701254,26.363353124055628,21.946528712026453,2.5175492568671816,providentia_fog
3-3,41.85333989668072,68.74091706668227,48.072353960201596,57.13577058817456,58.325295974966615,25.79915755666048,providentia_snow
3-3,58.770206620523226,83.89271554407057,66.95398016360329,78.98464843701092,52.22549495104503,18.815889213813644,midjourney_snow
3-3,55.861468216194424,82.85744636710767,65.31891342686481,72.40507862283515,47.14679953527285,16.794167221579233,midjourney_rain
3-3,58.790030065574896,84.84933565502286,67.84503287794988,79.79356067949553,52.01040331150809,14.251590064345592,midjourney_fog
3-4,44.864532144269454,68.54974885137065,49.637371976808396,71.65258445305791,47.190301510904284,17.21519452331692,adverse_fog
3-4,40.84215413498799,69.05853908369447,42.837998363676085,71.49545314726412,47.67247524236923,16.037260056431887,adverse_rain
3-4,41.45620882745955,63.59630832766492,45.79994918201191,68.06891859231916,34.085310554748254,11.187242463620217,adverse_snow
3-4,42.22523019770838,66.7827067323621,43.40754435913289,59.25516592735163,40.30641416190651,20.794256147163885,dense_clear_day
3-4,53.034880007502075,73.10213820439527,59.335475348243826,72.85159620636652,53.65572799372552,24.958163748543864,dense_light_fog_day
3-4,42.2315935380369,67.71926725372816,44.381933364355866,57.978734431545156,35.910438073367615,14.534514494686364,dense_light_fog_night
3-4,57.48254478876002,76.87025983371,65.44103432920996,75.82993219613307,53.57641013608168,13.30959567032426,dense_fog_day
3-4,45.19924771928594,67.18213500281288,49.88745917586875,54.372145032233334,46.329514496833674,13.11871610201583,dense_fog_night
3-4,34.353012327656806,61.41762239127182,32.41875354086662,43.78241824684627,32.006157546353506,11.586273980511095,dense_rain
3-4,43.09002686182248,65.58295333215831,45.45178964350527,56.88414855339442,40.80408835204981,25.53167307913318,dense_snow_day
3-4,39.37855102932224,61.77559390617956,41.84829247058159,60.812297341165014,33.25688814074256,13.293481945461483,dense_snow_night
3-4,48.43661277948104,77.65205476160378,51.41548495841637,66.15086243386573,43.321338862507126,23.17698361959217,dawn_fog
3-4,51.4124674082931,78.5576020303448,56.08140849443017,68.64240290593692,50.08543642255352,25.010142316954898,dawn_sand
3-4,48.613197070731964,78.62740525355031,50.888849466268525,63.047683486241866,42.8683400013236,10.652343076060914,dawn_rain
3-4,46.01790186202169,74.7150608173956,48.08293203769934,62.508287727159974,32.35837462148497,12.260867047629457,dawn_snow
3-4,25.076790622348295,54.36340165573819,20.087488349561262,35.75584416494516,23.431380698393422,11.9902001209717,nuscenes_clear
3-4,21.46673061890762,48.73698518059147,15.269503883715249,28.59131282324714,21.439033350603516,7.514916972378305,nuscenes_rain
3-4,38.754341292540786,65.38020766652231,39.78104361078551,73.61322723860435,50.63750515670855,16.88475788355666,bdd_clear
3-4,39.31886354566812,67.79803606715215,40.173043379629185,68.0938984149644,46.12583965788059,16.358766404597823,bdd_rain
3-4,39.15591840081312,65.63536056425542,41.11716027611634,71.89646178523444,44.27178115031438,14.166843919004618,bdd_snow
3-4,40.62269322706831,61.404417332033745,44.22241307225174,75.23333908287714,48.37396924360291,13.361371532055689,cityscapes_clear
3-4,41.985603916423884,62.69877846350088,45.86377111678686,74.80343787936359,48.364490148286414,12.112295470302772,cityscapes_fog01
3-4,41.142735166037546,61.91601632333475,44.59876322549259,76.76865958304549,47.58889933035129,10.370385279432568,cityscapes_fog02
3-4,39.165239508182744,59.50209687382086,41.96224857688641,76.67040712440138,46.30102601518454,8.309328248184658,cityscapes_fog03
3-4,44.16433849265345,72.19286223897356,46.970818513891686,80.12539183360644,60.732665699255904,28.29447920364248,acdc_fog
3-4,42.97324786657863,68.8458152643054,47.26319937304706,71.80775826341281,54.78375224078066,24.843736201521743,acdc_rain
3-4,48.585829058921384,74.14814699938304,53.92654861449635,78.04798846783189,59.60258800198241,27.235654999548366,acdc_snow
3-4,13.49608799769711,32.964979857918394,6.705664200719519,23.807909184299973,19.744864748470572,3.1280597804431434,providentia_fog
3-4,39.625046363374466,65.90292427169723,44.56067038742439,55.84408089682221,56.581770247966254,23.43870540153574,providentia_snow
3-4,58.28167779293173,83.13210809278142,66.15637019382852,79.25798656140707,51.282846218568956,18.13743915025222,midjourney_snow
3-4,55.57222865216973,82.49552881111246,63.93125429911461,73.45459637284063,45.88044563033627,15.680209239022549,midjourney_rain
3-4,59.76447248578879,84.49676514576552,68.72365977411481,81.837129028129,52.46582641597978,16.296876691813846,midjourney_fog
1-0,39.789949256213944,65.64999481323471,40.65877862651265,75.08072279942255,40.03952550618394,5.899737162008727,adverse_fog
1-0,35.9008789383104,67.35778700346012,33.34262097471153,72.3946783631353,41.21403624598632,7.84141973377028,adverse_rain
1-0,44.073788695260866,73.19337464925064,44.03807618079505,74.7294747718398,35.154754302763045,8.092824805941271,adverse_snow
1-0,33.58791954327477,64.38524836789969,30.894451055214102,59.17908471382402,27.521545032905674,8.104131541319767,dense_clear_day
1-0,40.375409590048974,70.07565912591534,40.869620433153244,70.56993887466548,37.51817134610913,10.146512184960876,dense_light_fog_day
1-0,35.73465975651041,67.31912097337984,33.00124197060729,58.06181482878079,25.56603397263675,6.125699861691938,dense_light_fog_night
1-0,47.01907535532611,72.22186164566199,52.04123099845245,74.33508307380173,36.50049901465444,4.673692375303308,dense_fog_day
1-0,37.88012252333368,66.54104714266833,39.951717861975794,55.92984749431275,35.755445826952666,8.586201775840472,dense_fog_night
1-0,29.844575123096263,61.96821610358769,24.100919715974214,45.888938779790486,22.767143844404803,7.325522951462116,dense_rain
1-0,31.559333941035856,62.71241479494791,27.13494554883432,53.813783428343086,26.027751827379337,8.897652498329336,dense_snow_day
1-0,32.14519645768537,60.26664194973158,30.04600454201064,61.19824930252403,23.27983194179273,5.3902231963504015,dense_snow_night
1-0,44.68856320310291,73.06288969291992,46.477932036792836,66.9893387453986,37.40676044336133,16.850198786708166,dawn_fog
1-0,47.18619158270374,75.25843176901925,49.64961360366125,69.61721630484912,43.68769412986987,15.185240152721708,dawn_sand
1-0,44.02152451961629,76.19662032834769,44.54168471051743,62.378369746157816,35.586375237213396,4.361602276907191,dawn_rain
1-0,43.143640107302716,70.25254011525985,45.32149130344696,62.07355823436187,28.664340498738603,4.2893094435145285,dawn_snow
1-0,22.341869765430637,52.851025427951114,15.12884880229366,36.59033269506549,18.17227893579886,9.002157423601362,nuscenes_clear
1-0,17.969999113374676,46.7107406260855,10.455188951222686,29.96010459456907,15.4157809120427,3.6348806759374157,nuscenes_rain
1-0,34.4993118012112,64.10160335525119,32.78908957003426,77.67539363356192,45.58384936351087,8.004416473789416,bdd_clear
1-0,35.181208923137106,64.99450573615955,33.139743220057035,70.92120390794425,40.972963820642015,8.44159621134052,bdd_rain
1-0,36.46573240933258,64.91563108354386,36.04272448690874,76.67372960534517,40.31502044724263,7.5396129157595855,bdd_snow
1-0,36.888754641268065,63.82508559549809,36.77188919516978,77.35233319165815,40.842244033223466,7.354011685706281,cityscapes_clear
1-0,38.57250659724726,64.1752543438934,39.412764048792745,77.74375829341217,41.947469883204604,6.549473041706341,cityscapes_fog01
1-0,37.2003639124971,62.05370787589274,37.973003375040406,78.33171669963957,41.03690637317797,5.055271802229214,cityscapes_fog02
1-0,35.27140713593636,58.62347525788268,36.0716223300325,78.95725443509919,39.38099056698104,3.4427693968170274,cityscapes_fog03
1-0,42.85069239925914,71.67716030772094,43.79328625176729,85.71199911756432,57.704417388301685,22.63819949958867,acdc_fog
1-0,40.357326445097875,70.7894417258817,40.49637756150398,77.51369035858691,50.53642464386907,17.43316051808654,acdc_rain
1-0,44.40110770548474,73.17953196211647,46.55154249474135,80.84292264188365,54.88345461489287,17.349013368835784,acdc_snow
1-0,13.715553699320157,35.156217002329,6.962731820955749,30.383603023172473,17.6079400698184,3.6705465466287523,providentia_fog
1-0,34.647102328753085,61.832497386466166,36.30114849326029,59.09986526754922,51.3969108223469,12.326012138358436,providentia_snow
1-0,54.89911121891211,82.50063221015938,58.56889705745848,82.91183381404815,43.344242138646635,7.608194319580161,midjourney_snow
1-0,54.16789102257634,84.47050089907955,59.58535933282544,74.9653739198917,42.70823010214902,6.493590759173778,midjourney_rain
1-0,54.33933612179146,82.25999953163097,59.035012385988026,82.73742088134219,43.890519533055766,3.3246697711444133,midjourney_fog
1-1,40.72423445690502,66.48288402242143,41.8949475092692,75.31496697207649,40.59380783636392,7.702219693390747,adverse_fog
1-1,36.775950533050725,67.63771522779403,35.713015384375296,72.36632771964075,42.246431275796255,8.88804777020457,adverse_rain
1-1,44.43558446766214,72.39047596818749,44.57158711727807,74.47285873832995,35.17393638519364,9.03307841947467,adverse_snow
1-1,35.261646964066365,65.50705223199657,32.84750114311802,59.272892552221144,30.080877929167553,9.86993110791201,dense_clear_day
1-1,43.28866186879722,71.38731463541781,45.803729372918646,70.68301802790434,42.15043975572995,12.867875352873408,dense_light_fog_day
1-1,36.794055850336285,68.18263341456522,34.33141064367655,58.96244348204556,27.551560346757558,6.413610274276088,dense_light_fog_night
1-1,49.83368996343688,73.54930019452871,56.96883678485454,75.03724181220764,41.09945628451964,6.742132653802008,dense_fog_day
1-1,38.9295151738395,67.09138087778884,42.94010492670331,55.504369503957676,37.39012866311861,6.1651725919346765,dense_fog_night
1-1,30.5399965483521,61.07863181404649,26.557783833668964,45.037487278921276,24.612052856119906,8.555402697640812,dense_rain
1-1,34.249620588685566,64.34338711722096,32.49362978286921,54.285778160460815,29.902946411276282,11.589376314577091,dense_snow_day
1-1,33.38654475184197,62.629413684117594,32.49559198151725,61.24262583827241,25.427570202216877,7.698585413491255,dense_snow_night
1-1,45.565470884675264,73.26186411526737,49.08024874320249,68.13594506845861,37.55694949840346,17.922583928237533,dawn_fog
1-1,48.33498026412929,75.07557722131806,51.435211528140925,70.22297575230652,45.61707862621686,15.604348532829146,dawn_sand
1-1,46.07579219792623,77.20258267884884,47.22576055133286,64.31950423618413,36.44557898270545,5.618258806995717,dawn_rain
1-1,44.31208403209141,70.56894796220196,46.22026266740894,62.869032824988935,29.85913059621061,3.9856602285762386,dawn_snow
1-1,22.88765314742554,53.99012729657099,16.54102389568906,36.66315750930516,19.669601900157055,9.274064050424695,nuscenes_clear
1-1,18.064619583228485,46.18233862933651,10.96483531694904,29.904279168656632,16.00121471799487,3.434390395507881,nuscenes_rain
1-1,35.525337191719416,64.39673459975086,34.293009188279484,77.34118315362618,47.1844789055823,8.980734234597683,bdd_clear
1-1,36.49423822171808,65.85276517190451,35.35426177024005,71.01289593471203,42.714882632476645,9.423676654934509,bdd_rain
1-1,37.509199237660425,65.01447901367467,37.70142053589386,76.03525139583014,42.08909566586919,8.130756854714251,bdd_snow
1-1,39.24456592571946,65.19431639515938,39.663672571627885,78.3647259115617,44.108042602791606,8.708181839620051,cityscapes_clear
1-1,40.1305232373585,64.44415551294624,41.283425888316735,78.35691251786764,43.89613765851592,7.249319441336165,cityscapes_fog01
1-1,38.628325264185705,62.545078194239956,39.75236896757079,78.71788733218055,42.97283434239982,5.61627605512816,cityscapes_fog02
1-1,36.58432714359864,58.49324735837814,37.45479146901715,80.4337560142503,41.163408819133664,3.3557187241599493,cityscapes_fog03
1-1,43.22023342212177,72.32576116388265,43.7897565753248,84.81648028245768,59.508076748642644,22.39666087897016,acdc_fog
1-1,39.999411192207006,69.76085002810021,40.21489394558671,78.61156786672505,51.1794770857798,16.081550746450528,acdc_rain
1-1,44.125800491193864,72.4492517021652,46.013519477233544,81.80685050391229,55.45006080460338,16.636902500707684,acdc_snow
1-1,15.737507649774008,37.54520544932193,9.681546047295091,34.75474661797227,20.198150852693235,3.991514363370454,providentia_fog
1-1,34.81295159026463,62.64998377417642,36.12047311203829,61.542067330372916,52.832016283006,11.046779472677965,providentia_snow
1-1,56.43381834216177,83.69977001749355,60.39759938487235,83.15660559740648,45.68521253487305,8.397113952413942,midjourney_snow
1-1,55.74471607647874,85.13547009637773,61.49479427552298,76.63363416785829,43.90141557829687,6.996941599558211,midjourney_rain
1-1,55.32523158024411,82.80536994799056,60.26770621448559,83.93178995440036,44.78791187982395,3.682868227600058,midjourney_fog
1-2,41.067410131506804,67.04444020101904,42.38006529911145,75.05885056413135,40.724237190573724,7.858336061619984,adverse_fog
1-2,36.37818104005383,67.29192162349781,35.66875470361979,71.69814137951902,41.954229253911365,8.644970450418567,adverse_rain
1-2,43.89050080737989,73.0925985371386,43.734760021575724,73.76606181208996,34.91263540471578,8.556005325820431,adverse_snow
1-2,35.02789559330608,64.7896901302164,33.34099910620566,58.51418392452481,29.926980757640447,9.857146961720046,dense_clear_day
1-2,43.212902851155334,70.81072591253422,46.09742213060106,70.70120440789687,40.94859432142719,12.44578700604617,dense_light_fog_day
1-2,35.63471840822524,67.20313616213217,33.231334531770514,56.52483147869643,26.25072472608949,5.979218916933051,dense_light_fog_night
1-2,48.64195116907045,72.47719132007052,55.169329105891265,74.11655866975629,39.31344840760038,4.513895866007867,dense_fog_day
1-2,37.49102729293081,65.91849549648632,39.67916731508842,53.47047450496652,35.767222191744374,8.455890435077324,dense_fog_night
1-2,29.719760292233726,61.484476084377604,24.88553980728462,43.502652859995315,23.595663399908002,7.186711898671626,dense_rain
1-2,33.80049896054834,63.511179843352764,31.440846869130233,53.52480209683462,28.72057045406857,11.677075829124217,dense_snow_day
1-2,32.544356183596626,60.79752240828557,30.827756946211128,58.86751143575153,24.294975396666064,6.374966485976738,dense_snow_night
1-2,45.19654647227601,73.18453499346916,47.626931040298864,67.70686355648208,37.3812974002394,16.99383679205485,dawn_fog
1-2,46.82364760923854,73.85605953333634,48.94849659258547,68.50763184701643,43.96807266697048,15.17351431766278,dawn_sand
1-2,44.033044113752,76.20225938123782,45.1806350637957,62.23947279132799,34.73693400729675,4.149408731651249,dawn_rain
1-2,43.225821977375126,71.50857044759817,44.3976484823032,61.32041124002868,28.907862045368333,5.226277008564854,dawn_snow
1-2,23.417760554871343,53.48832965807201,17.272419119005118,37.84622522809897,19.17793384488388,8.19221656271573,nuscenes_clear
1-2,18.833175874257915,46.613106700823565,12.442026866190087,30.475205756176766,16.33509520420768,3.5597151677186023,nuscenes_rain
1-2,34.83579417313113,63.360477993660936,33.641013636933245,76.4438488439131,46.70408906998235,8.167692020487372,bdd_clear
1-2,35.8950614672358,65.26877714291719,34.924937286227824,70.53039835159382,42.12294663166292,8.81162680653996,bdd_rain
1-2,36.340354028233804,64.21592359192242,36.12375784369187,75.10822526037953,40.98461158028114,7.50539693040837,bdd_snow
1-2,37.63939608573877,63.85102738017547,38.28389513919419,76.22800760536296,42.09386627194027,8.416650052164586,cityscapes_clear
1-2,38.65122773786702,64.09110592304333,40.16131707332084,76.42715628172698,42.168966493788155,7.208771503552991,cityscapes_fog01
1-2,37.05773133247341,62.23614337283775,38.352534457792245,76.18360377830575,41.208915993163615,5.488806179425967,cityscapes_fog02
1-2,34.74544608592228,58.35890631799475,35.79608081523218,77.41512738763798,38.924213616368405,3.527045232128033,cityscapes_fog03
1-2,38.50807117846319,67.83015772624682,39.03815622346428,81.75557425607629,53.67114813227521,17.841936065408493,acdc_fog
1-2,37.40245578159958,67.46359522882621,36.55873860492878,74.55335390821722,48.503149867821634,13.291812954756205,acdc_rain
1-2,41.25746287815731,70.52150898373178,42.857804457545136,77.84706623860494,52.454229402570775,13.663013894668394,acdc_snow
1-2,14.11994773123683,37.45014922528558,6.453884904951561,31.250522718018043,18.377352674908824,3.7207081302133216,providentia_fog
1-2,33.4412788479119,60.94276447177538,35.0029148447429,58.19122923434379,49.92672647592122,11.650399056390938,providentia_snow
1-2,55.23678327494169,82.76061445112181,58.7395702081867,81.73857943059187,44.21797404922983,8.565673973553453,midjourney_snow
1-2,53.93529945064108,84.52575559772987,58.45677526670093,74.29895572729683,42.56252605896903,7.0677450078637225,midjourney_rain
1-2,55.136164439375214,82.62808776626748,59.919995650466774,82.90318129001271,44.83840105260476,3.882140853063507,midjourney_fog
1-3,40.31583169680386,66.15855404588066,42.04214153234442,73.18858902720179,40.66155946388113,7.466340725970596,adverse_fog
1-3,34.714399449348605,65.181682808475,33.5474468477396,72.2307473299238,39.33147444540529,7.378691082938374,adverse_rain
1-3,43.498487985730414,72.47894987983395,44.64191475346352,73.03001481402995,34.609036270619214,8.377049437695787,adverse_snow
1-3,29.372460571829244,62.25180337404858,24.225028874904712,55.40468053027141,23.431246798368452,4.2633373961161976,dense_clear_day
1-3,35.22077468093874,68.42204578050688,31.94682653416119,67.18532416818252,32.31702079288136,6.245913250826369,dense_light_fog_day
1-3,32.095931516691,65.26029458461461,27.928747600198932,55.56556861762576,21.844361105215977,3.0839900247993315,dense_light_fog_night
1-3,43.430138052191545,72.64539119287204,46.68838789600452,71.3169345056141,32.845749719944465,3.934437623349474,dense_fog_day
1-3,32.6301251706214,64.02721950788734,31.41000212727049,51.92807833032717,29.744089089430904,3.2726056213851504,dense_fog_night
1-3,26.83121718436587,59.77498586143232,20.089157693854208,43.0747637549263,19.75136042275941,3.5909217794506323,dense_rain
